sep=,
"ID","NAME","NAT","OA","CON","TAL","EXP","AGG","TEI","STA","CHA","MOT","REP","AGE","WEI","RET","SAL","FEE","FAV","OFF"
"22234","Stephen Oakes","GBR","51","27","190","48","0","17","0","20","0","0","37","102","2","265000","100000","56","0"
"10787","Alain Gommendy","FRA","52","0","215","28","0","0","0","54","0","0","36","102","2","215000","100000","14,60,37","0"
"12895","Jason Magee","GBR","52","68","139","17","11","47","0","63","0","0","26","93","2","281096","100000","19,17,37","0"
"22229","Robbie Oakes","GBR","52","123","31","153","0","96","0","87","0","0","38","101","2","405140","100000","22,53","0"
"24258","Renzo Bandini","ITA","52","92","56","28","96","55","0","85","0","0","27","92","2","351922","100000","","0"
"24374","Carlo Maria Colciago","ITA","52","126","21","20","81","70","0","136","0","0","26","89","2","524721","100000","4,43","0"
"15076","Masahiro Fukuda","JPN","53","104","58","7","133","0","0","113","0","0","27","88","2","438632","100000","","0"
"23032","Paolo Maria Liuzzi","ITA","53","94","81","40","16","99","0","95","0","0","35","102","2","414905","100000","4,45,18","0"
"23867","Sergey Sofuo&#287;lu","TUR","53","170","53","65","17","46","0","31","34","0","25","81","2","265000","100000","53,60","0"
"29000","Nico Wehrlein","DEU","53","57","105","26","9","92","0","126","0","0","31","100","2","270000","100000","35,56,53","0"
"9529","Thomas Heyer","DEU","54","21","146","58","27","33","0","121","0","0","39","103","1","327697","100000","17,9","0"
"21113","Jean Karl Pla","FRA","54","49","116","81","0","33","0","179","0","0","37","102","2","280000","100000","53,3","0"
"25167","Aivis Rammo","EST","54","55","122","29","113","17","0","16","0","0","26","92","2","440048","100000","52,25","0"
"29249","Nico Kirchh&#246;fer","DEU","54","83","67","69","7","115","0","132","0","0","36","101","0","969030","537905","3","0"
"30730","Erik Alphand","FRA","54","78","34","35","112","90","0","119","0","0","25","86","2","493691","100000","57,10","0"
"15216","Yuji Inoue","JPN","55","73","87","29","41","40","7","165","0","0","25","78","2","481606","100000","49,18","0"
"17230","Rikky H&#252;lkenberg","DEU","55","80","62","8","149","0","28","83","0","0","20","87","2","413260","100000","15,12","0"
"19456","Loris Primat","CHE","55","123","59","57","0","83","0","161","0","0","30","102","2","275000","100000","30,54","0"
"19497","Cyndie Vonlanthen","CHE","55","69","46","111","29","101","0","176","0","0","34","101","0","704086","324046","17,32","0"
"28331","Cassey Needell","GBR","55","144","36","24","62","51","0","158","0","0","27","95","2","280000","100000","63,45","0"
"28976","Dirk Wehrlein","DEU","55","90","75","65","20","104","0","92","14","0","34","102","2","295000","100000","4,36","0"
"30007","Ralph Buller","GBR","55","79","90","14","60","110","0","45","0","0","25","86","0","280000","100000","","0"
"30719","Kim Zamparelli","GBR","55","28","74","21","82","97","0","164","0","0","27","88","2","348221","100000","50,37","1"
"13781","Lewis Wilson","GBR","56","117","74","64","30","89","0","57","0","0","28","89","2","280000","100000","40,44","0"
"17258","Jaime Barba","ESP","56","121","48","55","37","82","0","157","0","0","34","107","2","290000","100000","18,2","0"
"23452","Kazuya Takahashi","JPN","56","63","42","29","120","71","20","132","0","0","25","94","0","648143","171126","17,6","0"
"24605","Hayden Walker","AUS","56","58","101","25","3","132","0","118","0","0","26","90","2","280000","100000","30,39","0"
"25400","Chrissy Lloyd","GBR","56","110","58","22","3","127","30","98","0","0","23","83","2","304105","100000","49,61,45","0"
"25832","Andrew Heimgartner","NZL","56","117","48","18","67","117","0","91","0","0","34","105","2","490184","100000","37,16,30","0"
"25868","Andrew Reid","NZL","56","55","69","2","49","122","26","125","0","0","23","81","2","406256","100000","33,45,27","0"
"26162","Alexander Allmendinger","USA","56","101","75","42","28","119","0","85","0","0","36","103","2","290000","100000","8,13","0"
"27152","Carlo Maria Latif","ITA","56","46","150","31","36","2","0","126","0","0","23","86","0","1388444","1968444","10,5","0"
"28307","Dino McCarthy","GBR","56","21","188","50","4","50","0","46","0","0","38","104","1","323934","100000","","0"
"28420","Piers Powell","GBR","56","100","34","13","92","149","0","60","0","0","25","88","2","303967","100000","28,11","0"
"28489","Scott South","GBR","56","55","165","18","0","78","0","27","0","0","27","95","2","275000","100000","34,49,9","0"
"29198","Marvin Bartels","DEU","56","155","41","10","107","2","27","73","0","0","24","76","0","1124772","702271","","0"
"29779","Sage Newgarden","USA","56","54","112","47","0","150","0","70","0","0","38","106","2","290000","100000","12,34","0"
"36156","Rupert Bennett","GBR","56","153","49","21","28","90","3","88","0","0","24","80","2","290880","100000","27,4","0"
"11930","Adam Courage","GBR","57","0","121","132","1","91","0","160","0","0","43","102","1","520037","106794","","0"
"13615","Lewis Walker","GBR","57","37","106","17","126","22","0","107","0","0","24","86","0","285000","100000","2,3,13","0"
"14137","Nanni Colciago","ITA","57","72","87","30","38","57","8","166","0","0","25","78","2","295000","100000","","0"
"15771","Torsten Brack","SWE","57","96","36","117","0","119","0","186","0","0","36","96","2","295000","100000","64,53","0"
"15926","Rich Antinucci","USA","57","50","83","213","0","11","0","210","0","0","42","101","2","300000","100000","57,9,26","0"
"16699","Scott Patrick","USA","57","92","53","21","112","111","0","56","0","0","26","98","2","289636","100000","32,16,34","0"
"19617","Manfred Elkmann","DEU","57","99","90","42","0","147","0","60","0","0","36","104","2","290000","100000","25,38","0"
"21587","Rob Franchitti","GBR","57","75","94","50","29","87","0","122","0","0","31","95","0","290000","100000","5,42","0"
"22343","Oliver Pryce","GBR","57","21","133","84","30","108","0","50","0","0","36","102","0","489778","133190","54,23","0"
"23281","Mirko Tedeschi","ITA","57","88","111","30","0","46","0","178","0","0","29","100","2","300561","100000","30,26","0"
"25643","Sakon Nakayama","JPN","57","104","114","15","0","33","0","170","0","0","36","103","2","290000","100000","51,64,17","0"
"26538","Josef Yasukawa","USA","57","105","47","4","114","97","29","21","0","0","24","87","0","290000","100000","17,50","0"
"26762","Klaas Mulder","NLD","57","23","117","138","0","122","0","66","0","0","40","99","2","295000","100000","","0"
"26891","Nyck Vergers","NLD","57","97","86","22","143","21","10","13","0","0","24","94","2","290000","100000","36,45","0"
"27281","Pierluigi Bizzarri","ITA","57","147","67","58","24","105","0","33","0","0","28","94","2","290000","100000","","0"
"27756","Darren Busch","USA","57","87","79","17","93","30","23","89","0","0","24","78","0","704489","185246","61,48","0"
"28579","Damien Zamparelli","GBR","57","74","106","32","66","55","0","87","0","0","22","94","2","285000","100000","6,21,44","0"
"29068","Ralf Ziggel","DEU","57","177","46","19","18","66","40","54","0","0","21","82","2","285000","100000","28,57,47","1"
"36141","Matthew Bennett","GBR","57","151","22","24","86","22","37","133","0","0","23","82","2","290000","100000","33","0"
"36155","Roger Bennett","GBR","57","52","71","19","119","50","3","153","0","0","24","86","2","372121","100000","55,38,49","0"
"36401","George Carroll","GBR","57","111","92","25","20","47","16","121","0","0","22","85","2","569501","100000","48,24","0"
"37707","Katherine Watts","GBR","57","114","99","16","12","12","37","120","0","0","24","77","2","304683","100000","51,41","0"
"13784","Robbie Wilson","GBR","58","104","22","13","111","131","55","13","0","0","23","84","2","295000","100000","25,64,14","0"
"14035","Ronnie Caffi","ITA","58","60","116","98","0","48","0","161","0","0","38","102","2","444526","100000","3,46","0"
"15070","Hiroshi Fukuda","JPN","58","167","86","12","6","45","18","67","0","0","24","83","2","725417","135408","36,13","0"
"16387","George Hunter-Reay","USA","58","50","142","2","48","49","0","93","0","0","21","78","2","355027","100000","26,54","0"
"17373","Kamui Inoue","JPN","58","187","24","62","1","96","0","147","0","0","32","98","0","300000","100000","","0"
"17941","Wilson Razia","BRA","58","163","41","16","15","71","24","151","0","0","21","89","2","295000","100000","24,2,35","0"
"19793","Thomas Hegewald","DEU","58","121","81","2","47","97","24","20","0","0","24","82","2","295000","100000","","0"
"20057","Stefan Las&#233;e","DEU","58","143","83","118","0","43","0","84","0","0","37","97","2","334359","100000","42,25","0"
"21094","Simon Perera","FRA","58","13","182","35","35","59","0","50","0","0","37","102","0","701224","229270","28,24","0"
"22055","Piers Lancaster","GBR","58","111","93","67","0","50","0","155","0","0","32","97","2","295000","100000","","0"
"22785","Enrico Bonanomi","ITA","58","70","132","21","66","38","0","70","0","0","35","104","2","301874","100000","10,4","0"
"23584","Ross van Dam","NLD","58","114","85","110","0","36","0","155","0","0","36","100","2","300000","100000","7,23","0"
"23638","Dominick Wunderink","NLD","58","90","74","33","63","92","0","122","0","0","28","100","2","295000","100000","","0"
"24579","Gary Mostert","AUS","58","53","153","31","30","37","31","31","0","0","23","91","2","295000","100000","31,8,38","0"
"25911","Damian Broniszewski","POL","58","135","41","16","129","78","5","25","0","0","24","88","2","325903","100000","48","0"
"26188","Josef Carpenter","USA","58","159","113","26","38","0","5","34","0","0","22","88","2","295000","100000","15,23","0"
"27176","Lamberto Latif","ITA","58","122","56","22","126","0","0","133","0","0","20","90","2","558097","100000","12,58,27","0"
"28107","Dino Hamilton","GBR","58","97","71","15","26","134","38","55","0","0","21","89","2","342736","100000","50,21,2","0"
"28809","Maximilian Lauer","DEU","58","177","48","30","96","0","38","31","0","0","21","92","2","371635","100000","1,64","0"
"29135","Elton Merchan Maldonado","ECU","58","42","85","4","144","61","16","77","0","0","23","93","2","376522","100000","51,13","0"
"29151","Nassim Gerbi","DZA","58","72","107","61","65","70","0","52","0","0","35","101","0","1077375","1337967","46,8","0"
"29380","Raffaele Apicella","ITA","58","76","81","43","42","105","0","139","0","0","33","102","2","331073","100000","","0"
"29459","Lamberto Marciello","ITA","58","99","154","12","8","45","2","22","0","0","24","86","2","295000","100000","62,51","0"
"34453","Dino Beganovic","BIH","58","86","88","27","77","61","29","34","0","0","22","74","2","295000","100000","","0"
"35716","Loic Max","FRA","58","151","58","22","7","122","34","29","0","0","23","86","2","295000","100000","13,32","0"
"35740","Isack Moreau","FRA","58","44","123","27","32","14","36","169","0","0","21","92","2","577522","100000","10,32,42","0"
"35852","Esteban Pironi","FRA","58","64","104","9","25","139","21","37","0","0","24","77","0","801468","180504","28,21,10","0"
"36053","Peter Bearman","GBR","58","38","90","6","81","55","45","126","0","0","22","81","2","295000","100000","6,16,48","0"
"36834","David Kennedy","GBR","58","107","22","5","72","158","26","86","0","0","23","78","2","295000","100000","11,34,52","0"
"37294","Julian Powell","GBR","58","83","118","11","55","11","26","101","0","0","21","91","2","327122","100000","8,36","0"
"37650","Jackie Trimmer","GBR","58","30","67","20","64","94","45","165","0","0","24","79","2","295000","100000","57,20","0"
"37967","Stefano Bizzarri","ITA","58","35","179","13","0","32","38","56","0","0","22","91","2","290000","100000","12,18","0"
"38594","Kosuke Motoyama","JPN","58","142","36","6","81","41","21","149","0","0","22","83","0","767670","176287","47,11,43","0"
"39283","Sam Lunger","USA","58","36","136","28","28","108","24","20","0","0","22","85","2","328178","100000","26,7","0"
"5413","Domenico Gabbiani","ITA","59","0","203","37","0","100","0","24","0","0","42","109","2","295000","100000","1,23,38","0"
"13473","Steven Stewart","GBR","59","103","129","27","0","77","23","13","0","0","24","78","2","305000","100000","1,53","0"
"13622","Peter Walker","GBR","59","20","117","23","44","83","47","92","0","0","22","79","2","300000","100000","29,45,35","0"
"14341","Nicola Giovanardi","ITA","59","0","189","33","40","81","0","27","0","0","39","105","2","427970","100000","","0"
"14947","Emanuele Tedeschi","ITA","59","95","61","31","159","5","40","35","0","0","19","87","0","1642331","2021954","18,10,43","0"
"15205","Ukyo Ihara","JPN","59","121","26","12","73","139","25","69","0","0","24","74","2","300000","100000","7,5,11","0"
"15327","Sakon Motoyama","JPN","59","72","115","48","75","70","0","33","0","0","30","101","2","295000","100000","62,48","0"
"16383","Danny Hunter-Reay","USA","59","163","64","7","27","93","11","71","0","0","23","88","2","300000","100000","59,60","0"
"18433","Robert Waldschmidt","NLD","59","146","47","17","73","113","12","24","0","0","23","75","0","300000","100000","34,7","0"
"18548","Volker Klingmann","DEU","59","128","33","1","48","123","16","147","0","0","22","92","0","618590","151880","45,59","0"
"19016","Richard Neuhauser","AUT","59","132","82","36","0","136","0","50","0","0","24","82","2","295000","100000","18","0"
"19043","Jan Franchi","BEL","59","144","54","32","69","37","24","95","0","0","24","83","2","311199","100000","","1"
"19940","Rikky Klingmann","DEU","59","59","180","3","21","44","7","31","0","0","23","91","0","1066696","535614","","0"
"20026","Daniel Las&#233;e","DEU","59","154","62","17","98","34","10","55","0","0","27","96","2","305000","100000","17,43","0"
"20075","Jens M&#252;cke","DEU","59","27","49","27","136","77","41","147","0","0","22","85","2","300000","100000","7,35","0"
"20744","Tom Bonanomi","FRA","59","98","87","23","0","119","0","158","0","0","37","104","2","305000","100000","18,56","0"
"20745","Yann Bonanomi","FRA","59","96","43","27","109","64","10","152","0","0","25","88","2","305000","100000","47","0"
"21263","Nick Bailey","GBR","59","45","122","31","8","101","42","60","0","0","19","73","2","350377","100000","","0"
"22816","Riccardo Bonanomi","ITA","59","63","139","30","55","0","17","108","0","0","22","92","0","1701173","2311173","40,44,53","0"
"23951","Alexandro da Silva Ramos","BRA","59","80","70","23","0","149","0","180","14","0","35","102","0","1271851","1711851","26,61,41","0"
"24093","Hans Wackerbauer","DEU","59","120","20","25","153","53","42","47","0","0","23","82","0","686116","185275","48,7,44","0"
"24377","Carlo Maria Colombo","ITA","59","57","78","29","28","122","51","97","0","0","23","76","2","305000","100000","3,63","0"
"24482","Carlo Maria Pantano","ITA","59","88","61","11","81","132","28","25","0","0","21","77","0","944467","493011","34,19,28","0"
"24859","Enrique Resende Filho","BRA","59","111","34","22","84","59","40","145","0","0","20","86","2","295000","100000","45,18,50","0"
"25194","Raimo Vallbaum","EST","59","152","45","1","92","27","3","151","0","0","24","83","2","305000","100000","19,26","0"
"25579","Kotaro Kogure","JPN","59","127","67","29","102","35","36","16","0","0","24","81","2","300000","100000","15,13","0"
"26116","Slim Helling","SWE","59","35","67","171","0","139","0","152","0","0","40","97","2","305000","100000","35,26","0"
"26252","Kyle Hemric","USA","59","77","143","51","0","102","0","20","0","0","35","98","2","300000","100000","48,7,38","0"
"26361","Sean Patrick","USA","59","127","40","19","151","0","9","116","0","0","24","83","2","477537","100000","4,41,52","0"
"26648","Michael de Vries","NLD","59","47","100","22","0","114","0","148","59","0","25","83","0","295000","184238","1,5","0"
"26784","Tom Rothengatter","NLD","59","174","24","55","66","86","0","92","0","0","31","101","2","300000","100000","55,36,5","0"
"27008","Stefanos Antoniadis","GRC","59","44","196","33","15","9","6","32","0","0","21","87","0","235000","100000","21,20,32","1"
"28015","Alice Conway","GBR","59","122","61","9","57","144","0","47","0","0","26","85","2","358717","100000","","0"
"28891","Robert Rast","DEU","59","156","76","24","10","135","0","15","0","0","22","83","0","295000","100000","4,57,39","0"
"35076","Oliver M&#252;cke","DEU","59","137","20","21","8","169","44","100","0","0","21","83","2","300000","100000","21,20,7","1"
"35091","Volker Mirocha","DEU","59","154","77","15","21","35","0","168","0","0","22","92","0","1404291","1572161","50","0"
"35101","Oliver Rast","DEU","59","143","62","6","4","79","30","129","0","0","22","74","2","300000","100000","36,32","0"
"35187","Sebastian Wackerbauer","DEU","59","104","107","0","60","56","37","11","0","0","23","82","2","300000","100000","2,16","0"
"35231","Marco Magnussen","DNK","59","78","67","3","97","72","26","107","0","0","21","76","2","300000","100000","42,45","0"
"35870","Esteban Premat","FRA","59","128","39","2","1","152","42","126","0","0","24","89","2","300000","100000","58,3","1"
"36177","Matthew Bernstorff","GBR","59","98","97","23","0","123","26","65","0","0","24","89","0","638969","153832","51,48,56","0"
"36284","Jenson Browning","GBR","59","108","148","1","8","12","22","64","0","0","21","83","0","1585336","2215336","48","0"
"36643","Adam Hailwood","GBR","59","141","44","29","89","20","34","105","0","0","24","83","2","391518","100000","36,56","0"
"37029","Bob Malvern","GBR","59","104","126","6","54","14","27","54","0","0","20","92","2","616080","105455","34,49,13","0"
"37426","Johnny Russell","GBR","59","74","88","8","150","14","0","90","0","0","24","87","0","1431182","1250078","","0"
"37617","Lando Sutcliffe","GBR","59","66","128","27","15","102","4","68","0","0","23","87","2","368024","100000","29,9,60","0"
"37824","Roberto Alboreto","ITA","59","151","45","14","67","98","34","10","0","0","24","76","2","611164","100000","64,31,21","0"
"38790","Sergio Villagomez","MEX","59","130","28","10","150","95","0","35","0","0","23","85","2","304064","100000","13,9","0"
"38836","Robin Melker","NLD","59","128","24","24","101","109","29","53","0","0","20","80","0","635101","156149","40,57","0"
"39115","Reine Danielsson","SWE","59","164","59","16","36","90","21","46","0","0","21","93","2","295000","100000","49,9,62","0"
"39372","Eddie Ward","USA","59","135","20","2","132","81","23","76","0","0","23","89","0","300000","100000","57,45,10","0"
"8800","Pedro Maia","BRA","60","82","94","130","0","65","0","149","0","0","40","98","1","500944","100000","16,40,29","0"
"11862","Richard Conway","GBR","60","165","29","6","88","119","8","38","0","0","22","78","2","345084","100000","42,25","0"
"12471","Adam Hunt","GBR","60","18","85","22","102","60","39","161","0","0","23","81","2","612338","104547","21,64","0"
"13825","Ferdinando Amati","ITA","60","141","20","0","140","84","49","15","0","0","21","83","2","305000","100000","21,54","0"
"14595","Vitantonio Modena","ITA","60","151","27","23","143","44","0","88","0","0","25","92","2","300000","100000","9,24","0"
"14760","Matteo Papis","ITA","60","152","68","33","20","30","43","114","0","0","21","83","0","716468","259311","3,28,39","1"
"14830","Nanni Proetto","ITA","60","126","65","9","0","103","15","164","0","0","24","80","2","395052","100000","36,5","0"
"15397","Hiroki Takahara","JPN","60","89","74","30","107","92","0","64","0","0","26","96","2","314965","100000","8,29,38","0"
"15922","Michael Antinucci","USA","60","81","81","17","144","0","29","90","0","0","23","87","2","336892","100000","63,60","0"
"15923","Paul Antinucci","USA","60","141","32","35","34","135","0","144","0","0","27","91","2","614390","101147","21,10","0"
"16358","Kevin Hornish Jr.","USA","60","79","80","7","85","143","5","20","0","0","20","78","2","402260","100000","","0"
"16629","Kevin Manning","USA","60","38","113","184","0","83","0","92","0","22","43","98","1","387450","100000","","0"
"16832","Scott Ryley","USA","60","89","50","3","138","21","36","146","0","0","22","86","2","306380","100000","5,40","0"
"17478","Carlos Couceiro","PRT","60","102","91","14","68","85","21","17","0","0","24","75","2","305000","100000","24,51","0"
"17828","Ana Predescu","ROU","60","104","119","7","41","57","12","48","0","0","24","75","2","305000","100000","5,53","0"
"18867","Nicha da Costa","PRT","60","121","75","14","127","0","39","29","0","0","21","78","0","760031","177227","26,20","0"
"18973","Karl Baron","AUT","60","75","74","2","117","49","47","79","0","0","23","91","2","305000","100000","21,11,7","0"
"19103","Jan Vervisch","BEL","60","110","69","11","102","43","43","51","0","0","23","83","2","305000","100000","","0"
"19318","Gianmarco Berg","CAN","60","67","111","94","0","111","0","96","0","0","34","96","0","630399","206512","38,6,41","0"
"19515","Natacha Zanella","CHE","60","122","98","23","1","124","25","27","0","0","23","89","2","305000","100000","30","1"
"21199","Sam Acheson","GBR","60","127","42","4","119","74","14","84","0","0","23","83","2","305000","100000","42,36,51","0"
"21233","Jim Austin","GBR","60","148","37","34","10","135","0","152","0","0","28","94","2","322633","100000","40,31","0"
"21408","Oliver Clarke","GBR","60","81","74","21","79","75","44","71","0","0","24","75","2","310000","100000","17,20,48","0"
"22491","Richard Sims","GBR","60","157","46","52","0","55","0","180","51","0","29","100","0","881789","218326","43,27","0"
"22581","Ralph Tandy","GBR","60","93","83","8","141","20","44","15","0","0","21","92","2","302909","100000","","0"
"23915","Hernando Bianco","BRA","60","119","59","162","0","74","0","98","27","0","40","87","2","325000","100000","15,18","1"
"24230","Giancarlo Bandini","ITA","60","95","131","46","1","64","0","100","0","0","31","102","2","369056","100000","29","0"
"24437","Carlo Maria Lombardi","ITA","60","163","98","3","6","26","39","51","0","0","22","70","2","465808","100000","","0"
"25134","Raimo Kulli","EST","60","76","66","95","0","195","0","91","0","0","38","101","1","600155","151597","40,49","0"
"25468","Richard Moore","GBR","60","145","55","50","59","37","0","169","0","0","33","102","2","310000","100000","8,18","0"
"26894","Robert Vergers","NLD","60","93","65","4","20","143","46","94","0","0","24","85","2","305000","100000","","0"
"26934","Robert Visser","NLD","60","157","23","23","84","87","13","103","0","0","22","88","2","333561","100000","56,30,21","0"
"28587","Dino Zamparelli","GBR","60","68","144","4","40","85","10","30","0","0","23","93","0","1467797","1623000","54,34","0"
"28766","Pascal Klingmann","DEU","60","31","177","30","32","38","22","30","0","0","22","82","2","364332","100000","","1"
"28874","Manfred Rast","DEU","60","131","100","27","15","28","44","70","0","0","23","84","2","305000","100000","37,22","0"
"29550","Stoffel Vandoorne","BEL","60","40","125","23","7","160","17","43","0","0","20","78","0","756428","175875","30,2,26","0"
"29847","Emil Bailey","GBR","60","134","52","9","4","120","43","117","0","0","20","92","2","664108","100000","38,10","0"
"29970","Derek Buller","GBR","60","30","143","62","0","71","0","162","0","0","35","101","0","866915","484114","19,18","0"
"30445","Matthew Williamson","GBR","60","53","30","22","127","99","35","158","0","0","23","89","2","300000","100000","52,17,57","0"
"30473","Facu Tuero","ARG","60","162","29","34","29","143","17","76","0","0","23","89","2","305000","100000","","0"
"34709","Enrique Nasr","BRA","60","163","21","19","45","85","40","120","0","0","22","74","2","305000","100000","","1"
"34841","Loris Gachnang","CHE","60","76","22","10","139","122","35","94","0","0","24","83","2","305000","100000","33,32,49","0"
"34845","Loris Jani","CHE","60","43","95","28","11","159","30","99","0","0","24","84","2","305000","100000","60,36,11","0"
"35073","Hans-Joachim Lotterer","DEU","60","155","42","1","24","153","3","95","0","0","21","82","2","305000","100000","2,7","0"
"35361","Esteban Abadie","FRA","60","152","82","22","45","7","19","106","0","0","23","75","0","1521594","1888426","","0"
"35594","Jean-Marc Hadjar","FRA","60","167","36","10","96","103","0","39","0","0","23","86","2","394523","100000","44,2","0"
"35686","Johnny Leclere","FRA","60","165","35","11","91","61","33","62","0","0","20","90","0","882001","224830","64,21,57","0"
"35832","Isack Pescarolo","FRA","60","71","105","13","42","148","10","25","0","0","24","83","2","305000","100000","24,52,36","1"
"35933","Isack Treluyer","FRA","60","43","40","23","125","139","37","100","0","0","23","92","2","305000","100000","42,36","0"
"35979","Richard Austin","GBR","60","132","43","14","2","121","29","164","0","0","23","81","0","968335","345935","40,11","0"
"36123","Jamie Bennett","GBR","60","150","21","16","128","32","37","94","0","0","21","82","2","623028","100000","28,29","0"
"36651","Luke Hailwood","GBR","60","99","33","20","147","46","23","119","0","0","21","77","0","673750","162670","59,19,56","1"
"36703","Tom Henton","GBR","60","132","51","10","73","47","37","116","0","0","24","80","2","305000","100000","26,20,16","0"
"36835","George Kennedy","GBR","60","45","107","19","117","52","0","85","0","0","24","74","0","639893","152503","","0"
"36916","Alice Lindblad","GBR","60","105","67","23","102","44","40","48","0","0","24","75","2","305000","100000","35","0"
"37115","James Morgan","GBR","60","96","39","30","93","97","10","137","0","0","22","76","2","305000","100000","62,2,21","0"
"37469","Cian Sharp","GBR","60","153","33","32","101","34","0","138","0","0","23","78","0","849589","218362","","0"
"37623","Euan Tandy","GBR","60","105","35","21","127","64","20","119","0","0","24","82","2","305000","100000","45,2","0"
"37801","Alex Dunne","IRL","60","145","63","15","25","68","41","96","0","0","23","88","2","305000","100000","41,17","0"
"37856","Corrado Antonelli","ITA","60","47","115","16","24","93","27","122","0","0","21","76","2","305000","100000","11,63","1"
"37965","Nanni Bizzarri","ITA","60","51","146","21","55","58","7","60","0","0","24","89","0","1615209","1963687","12,48","0"
"38177","Siegfried Liuzzi","ITA","60","144","56","26","5","94","30","119","0","0","20","79","0","758447","227658","36,19","0"
"38378","Kimi Piscopo","ITA","60","172","27","20","43","103","37","67","0","0","22","85","2","305000","100000","11,62","0"
"38379","Lorenzo Piscopo","ITA","60","151","24","17","85","76","52","64","0","0","22","87","2","305000","100000","59,21","0"
"38501","Yuki Hiranaka","JPN","60","55","41","26","88","112","39","161","0","0","21","80","2","305000","100000","13,36,63","0"
"38528","Naoki Kato","JPN","60","85","59","7","78","130","8","108","0","0","24","78","2","310000","100000","50,57,30","0"
"38648","Kamui Takahara","JPN","60","123","39","24","29","134","37","110","0","0","22","92","2","300000","100000","61,35","0"
"38660","Ryo Tsukakoshi","JPN","60","117","122","8","8","16","0","158","0","0","24","82","2","667219","109811","60,11,22","0"
"38758","Esteban Perez","MEX","60","67","97","22","59","64","36","88","0","0","21","78","2","435517","100000","64,31,28","0"
"38855","Laurens Tung","NLD","60","33","115","15","76","71","0","137","0","0","23","78","0","1328651","1175159","","0"
"38907","Laurens Vergers","NLD","60","151","26","8","99","21","42","138","0","0","20","77","2","802637","184413","26,22","0"
"39329","Bobby Rossi","USA","60","101","49","29","65","63","45","156","0","0","23","92","0","779581","179781","18,24,10","0"
"8229","Jo Friesacher","AUT","61","42","211","13","19","16","0","34","0","0","22","80","2","310000","100000","12,24,19","0"
"11685","Robbie Button","GBR","61","33","206","27","30","14","0","42","0","0","22","84","2","310000","100000","34,51,37","0"
"11844","Jenson Conway","GBR","61","34","88","6","93","131","0","121","0","0","23","80","2","578937","112523","33,46","0"
"12119","Robert Evans","GBR","61","88","155","19","0","8","16","126","0","0","24","95","2","333442","100000","7,34,64","0"
"12513","Dave Kane","GBR","61","32","201","61","20","30","0","23","0","0","36","101","2","315000","100000","50,46,4","0"
"12980","Ryan Mcnish","GBR","61","106","121","26","19","84","21","36","0","0","21","91","2","310000","100000","","0"
"13721","Nigel Wheldon","GBR","61","107","91","3","36","96","30","71","0","0","21","84","2","310000","100000","54,5,36","0"
"14273","Roberto Gabbiani","ITA","61","93","64","9","133","57","41","44","0","0","21","83","2","310000","100000","63,8,54","0"
"14722","Greg Nannini","ITA","61","83","43","19","126","120","0","110","0","0","22","92","2","659348","124455","23,3,24","0"
