sep=,
"ID","NAME","NAT","OA","CON","TAL","EXP","AGG","TEI","STA","CHA","MOT","REP","AGE","WEI","RET","SAL","FEE","FAV","OFF"
"20075","Jens M&#252;cke","DEU","59","27","49","27","136","77","40","147","0","0","22","85","2","295000","100000","7,35","0"
"20744","Tom Bonanomi","FRA","59","97","87","23","0","119","0","158","0","0","37","104","2","295000","100000","18,56","0"
"20745","Yann Bonanomi","FRA","59","96","43","27","109","64","10","152","0","0","25","88","2","295000","100000","47","0"
"21263","Nick Bailey","GBR","59","45","122","31","8","101","42","60","0","0","19","73","2","332858","100000","","0"
"22491","Richard Sims","GBR","59","157","46","52","0","55","0","180","41","0","29","100","0","837700","185577","43,27","0"
"22816","Riccardo Bonanomi","ITA","59","63","139","30","55","0","17","108","0","0","22","92","0","1616114","1964497","40,44,53","0"
"23915","Hernando Bianco","BRA","59","119","59","162","0","74","0","98","17","0","40","87","2","308750","100000","15,18","0"
"24093","Hans Wackerbauer","DEU","59","119","20","25","153","53","41","47","0","0","23","82","0","651810","157484","48,7,44","0"
"24377","Carlo Maria Colombo","ITA","59","56","78","29","28","122","50","97","0","0","23","76","2","295000","100000","3,63","0"
"24482","Carlo Maria Pantano","ITA","59","88","61","11","81","132","28","25","0","0","21","77","0","897244","419059","34,19,28","0"
"24859","Enrique Resende Filho","BRA","59","111","34","22","84","59","39","145","0","0","20","86","2","295000","100000","45,18,50","0"
"25194","Raimo Vallbaum","EST","59","152","45","1","92","27","3","151","0","0","24","83","2","295000","100000","19,26","0"
"25579","Kotaro Kogure","JPN","59","127","67","29","102","35","36","16","0","0","24","81","2","295000","100000","15,13","0"
"26116","Slim Helling","SWE","59","35","67","171","0","139","0","152","0","0","40","97","2","295000","100000","35,26","0"
"26252","Kyle Hemric","USA","59","76","143","51","0","102","0","20","0","0","35","98","2","295000","100000","48,7,38","0"
"26784","Tom Rothengatter","NLD","59","173","24","55","66","86","0","92","0","0","31","101","2","295000","100000","55,36,5","0"
"28015","Alice Conway","GBR","59","121","61","9","57","144","0","47","0","0","26","85","2","340781","100000","","0"
"28891","Robert Rast","DEU","59","155","76","24","10","135","0","15","0","0","22","83","0","295000","100000","4,57,39","0"
"29847","Emil Bailey","GBR","59","134","52","9","4","120","42","117","0","0","20","92","2","630903","100000","38,10","0"
"30445","Matthew Williamson","GBR","59","52","30","22","127","99","35","158","0","0","23","89","2","300000","100000","52,17,57","0"
"35091","Volker Mirocha","DEU","59","153","77","15","21","35","0","168","0","0","22","92","0","1334076","1336337","50","0"
"35101","Oliver Rast","DEU","59","143","62","6","4","79","29","129","0","0","22","74","2","295000","100000","36,32","0"
"35187","Sebastian Wackerbauer","DEU","59","104","107","0","60","56","36","11","0","0","23","82","2","295000","100000","2,16","0"
"35231","Marco Magnussen","DNK","59","78","67","3","97","72","26","107","0","0","21","76","2","295000","100000","42,45","0"
"35870","Esteban Premat","FRA","59","127","39","2","1","152","41","126","0","0","24","89","2","295000","100000","58,3","0"
"36177","Matthew Bernstorff","GBR","59","97","97","23","0","123","26","65","0","0","24","89","0","607021","130757","51,48,56","0"
"36284","Jenson Browning","GBR","59","107","148","1","8","12","21","64","0","0","21","83","0","1506069","1883036","48","0"
"36643","Adam Hailwood","GBR","59","140","44","29","89","20","33","105","0","0","24","83","2","371942","100000","36,56","0"
"37029","Bob Malvern","GBR","59","104","126","6","54","14","26","54","0","0","20","92","2","585276","100000","34,49,13","0"
"37426","Johnny Russell","GBR","59","74","88","8","150","14","0","90","0","0","24","87","0","1359623","1062566","","0"
"37617","Lando Sutcliffe","GBR","59","65","128","27","15","102","3","68","0","0","23","87","2","349623","100000","29,9,60","0"
"37824","Roberto Alboreto","ITA","59","151","45","14","67","98","34","10","0","0","24","76","2","580606","100000","64,31,21","0"
"38790","Sergio Villagomez","MEX","59","130","28","10","150","95","0","35","0","0","23","85","2","295000","100000","13,9","0"
"38836","Robin Melker","NLD","59","127","24","24","101","109","28","53","0","0","20","80","0","603346","132727","40,57","0"
"39115","Reine Danielsson","SWE","59","163","59","16","36","90","21","46","0","0","21","93","2","295000","100000","49,9,62","0"
"39372","Eddie Ward","USA","59","134","20","2","132","81","22","76","0","0","23","89","0","295000","100000","57,45,10","0"
"8800","Pedro Maia","BRA","60","81","94","130","0","65","0","149","0","0","40","98","1","475897","100000","16,40,29","0"
"11862","Richard Conway","GBR","60","164","29","6","88","119","7","38","0","0","22","78","2","327830","100000","42,25","0"
"12471","Adam Hunt","GBR","60","17","85","22","102","60","38","161","0","0","23","81","2","581721","100000","21,64","0"
"12513","Dave Kane","GBR","60","32","201","61","20","30","0","23","0","0","36","101","2","305000","100000","50,46,4","0"
"13825","Ferdinando Amati","ITA","60","140","20","0","140","84","48","15","0","0","21","83","2","300000","100000","21,54","0"
"14595","Vitantonio Modena","ITA","60","151","27","23","143","44","0","88","0","0","25","92","2","300000","100000","9,24","0"
"14830","Nanni Proetto","ITA","60","126","65","9","0","103","15","164","0","0","24","80","2","375299","100000","36,5","0"
"15397","Hiroki Takahara","JPN","60","88","74","30","107","92","0","64","0","0","26","96","2","300000","100000","8,29,38","0"
"15922","Michael Antinucci","USA","60","81","81","17","144","0","28","90","0","0","23","87","2","320047","100000","63,60","0"
"15923","Paul Antinucci","USA","60","140","32","35","34","135","0","144","0","0","27","91","2","583671","100000","21,10","0"
"16358","Kevin Hornish Jr.","USA","60","79","80","7","85","143","5","20","0","0","20","78","2","382147","100000","","0"
"16832","Scott Ryley","USA","60","89","50","3","138","21","35","146","0","0","22","86","2","300000","100000","5,40","0"
"17650","Brad David","ROU","60","71","151","0","79","12","0","55","0","0","24","75","2","305000","100000","51,22,44","0"
"17828","Ana Predescu","ROU","60","104","119","7","41","57","11","48","0","0","24","75","2","300000","100000","5,53","0"
"18867","Nicha da Costa","PRT","60","120","75","14","127","0","38","29","0","0","21","78","0","722029","150643","26,20","0"
"18973","Karl Baron","AUT","60","75","74","2","117","49","46","79","0","0","23","91","2","300000","100000","21,11,7","0"
"19103","Jan Vervisch","BEL","60","110","69","11","102","43","42","51","0","0","23","83","2","300000","100000","","0"
"19318","Gianmarco Berg","CAN","60","67","111","94","0","111","0","96","0","0","34","96","0","598879","175535","38,6,41","0"
"20351","Peter Vieth","DEU","60","86","77","18","67","95","0","133","0","0","25","85","2","305000","100000","34,46","0"
"21199","Sam Acheson","GBR","60","127","42","4","119","74","14","84","0","0","23","83","2","300000","100000","42,36,51","0"
"21233","Jim Austin","GBR","60","148","37","34","10","135","0","152","0","0","28","94","2","306501","100000","40,31","0"
"21408","Oliver Clarke","GBR","60","81","74","21","79","75","43","71","0","0","24","75","2","300000","100000","17,20,48","0"
"21932","Jon Keegan","GBR","60","97","53","25","73","91","21","134","0","0","25","84","2","305000","100000","39,32","0"
"22581","Ralph Tandy","GBR","60","92","83","8","141","20","44","15","0","0","21","92","2","300000","100000","","0"
"24111","Maximilian Wackerbauer","DEU","60","55","69","19","75","160","14","83","0","0","24","86","2","584978","100000","","0"
"24230","Giancarlo Bandini","ITA","60","95","131","46","1","64","0","100","0","0","31","102","2","350603","100000","29","0"
"24437","Carlo Maria Lombardi","ITA","60","162","98","3","6","26","38","51","0","0","22","70","2","442518","100000","","0"
"25103","Erko Asmer","EST","60","131","71","7","24","95","6","142","0","0","24","92","0","1348043","1527131","23,42","0"
"25134","Raimo Kulli","EST","60","76","66","95","0","195","0","91","0","0","38","101","1","570147","128857","40,49","0"
"25468","Richard Moore","GBR","60","144","55","50","59","37","0","169","0","0","33","102","2","300000","100000","8,18","0"
"26894","Robert Vergers","NLD","60","93","65","4","20","143","45","94","0","0","24","85","2","300000","100000","","0"
"26934","Robert Visser","NLD","60","156","23","23","84","87","13","103","0","0","22","88","2","316883","100000","56,30,21","0"
"27419","Greg Filippi","ITA","60","119","48","79","15","94","0","173","24","0","36","102","2","308750","100000","","0"
"28385","David Powell","GBR","60","175","49","16","10","72","5","157","0","0","22","75","2","305000","100000","46,20,32","0"
"28587","Dino Zamparelli","GBR","60","68","144","4","40","85","10","30","0","0","23","93","0","1394407","1379550","54,34","0"
"28766","Pascal Klingmann","DEU","60","30","177","30","32","38","22","30","0","0","22","82","2","346115","100000","","0"
"28874","Manfred Rast","DEU","60","131","100","27","15","28","44","70","0","0","23","84","2","300000","100000","37,22","0"
"28886","Peter Rast","DEU","60","118","51","4","71","88","31","102","0","0","23","78","2","305000","100000","41,58","0"
"29357","Chaz LeBrocq","AUS","60","120","71","6","25","92","37","96","0","0","21","75","0","821960","308826","","0"
"29550","Stoffel Vandoorne","BEL","60","40","125","23","7","160","16","43","0","0","20","78","0","718607","149494","30,2,26","0"
"29970","Derek Buller","GBR","60","30","143","62","0","71","0","162","0","0","35","101","0","823569","411497","19,18","0"
"30473","Facu Tuero","ARG","60","162","29","34","29","143","16","76","0","0","23","89","2","300000","100000","","0"
"34841","Loris Gachnang","CHE","60","76","22","10","139","122","35","94","0","0","24","83","2","300000","100000","33,32,49","0"
"34845","Loris Jani","CHE","60","43","95","28","11","159","29","99","0","0","24","84","2","300000","100000","60,36,11","0"
"34955","Marco Goethe","DEU","60","62","153","12","25","56","35","21","0","0","22","76","2","305000","100000","39,12","0"
"35073","Hans-Joachim Lotterer","DEU","60","154","42","1","24","153","3","95","0","0","21","82","2","300000","100000","2,7","0"
"35361","Esteban Abadie","FRA","60","152","82","22","45","7","19","106","0","0","23","75","0","1445514","1605162","","0"
"35594","Jean-Marc Hadjar","FRA","60","166","36","10","96","103","0","39","0","0","23","86","2","374797","100000","44,2","0"
"35686","Johnny Leclere","FRA","60","165","35","11","91","61","33","62","0","0","20","90","0","837901","191106","64,21,57","0"
"35791","Tristan Ocon","FRA","60","135","26","6","14","151","43","122","0","0","23","75","2","344281","100000","37","0"
"35832","Isack Pescarolo","FRA","60","70","105","13","42","148","9","25","0","0","24","83","2","300000","100000","24,52,36","0"
"35836","Pierre Pescarolo","FRA","60","36","156","7","54","2","38","97","0","0","23","81","0","689199","163791","","0"
"35933","Isack Treluyer","FRA","60","43","40","23","125","139","36","100","0","0","23","92","2","300000","100000","42,36","0"
"35979","Richard Austin","GBR","60","132","43","14","2","121","29","164","0","0","23","81","0","919918","294045","40,11","0"
"36123","Jamie Bennett","GBR","60","150","21","16","128","32","37","94","0","0","21","82","2","591877","100000","28,29","0"
"36260","Cian Browning","GBR","60","166","35","0","78","53","11","139","0","0","24","81","2","305000","100000","50,41,35","0"
"36703","Tom Henton","GBR","60","132","51","10","73","47","37","116","0","0","24","80","2","300000","100000","26,20,16","0"
"36835","George Kennedy","GBR","60","44","107","19","117","52","0","85","0","0","24","74","0","607898","129628","","0"
"36916","Alice Lindblad","GBR","60","105","67","23","102","44","40","48","0","0","24","75","2","300000","100000","35","0"
"37115","James Morgan","GBR","60","96","39","30","93","97","9","137","0","0","22","76","2","300000","100000","62,2,21","0"
"37235","Luke Oliver","GBR","60","169","34","19","72","41","19","125","0","0","21","75","0","681404","164704","17,7,29","0"
"37469","Cian Sharp","GBR","60","153","33","32","101","34","0","138","0","0","23","78","0","807110","185608","","0"
"37623","Euan Tandy","GBR","60","105","35","21","127","64","19","119","0","0","24","82","2","300000","100000","45,2","0"
"37801","Alex Dunne","IRL","60","144","63","15","25","68","41","96","0","0","23","88","2","300000","100000","41,17","0"
"37856","Corrado Antonelli","ITA","60","47","115","16","24","93","26","122","0","0","21","76","2","300000","100000","11,63","0"
"37965","Nanni Bizzarri","ITA","60","51","146","21","55","58","6","60","0","0","24","89","0","1534449","1669134","12,48","0"
"38177","Siegfried Liuzzi","ITA","60","144","56","26","5","94","30","119","0","0","20","79","0","720525","193509","36,19","0"
"38195","Pierluigi Martini","ITA","60","107","38","14","149","97","14","38","0","0","24","82","2","305000","100000","","0"
"38378","Kimi Piscopo","ITA","60","172","27","20","43","103","36","67","0","0","22","85","2","300000","100000","11,62","0"
"38379","Lorenzo Piscopo","ITA","60","151","24","17","85","76","51","64","0","0","22","87","2","300000","100000","59,21","0"
"38461","Kimi Valsecchi","ITA","60","122","65","10","136","21","42","15","0","0","22","78","2","305000","100000","40,21,19","0"
"38501","Yuki Hiranaka","JPN","60","55","41","26","88","112","38","161","0","0","21","80","2","300000","100000","13,36,63","0"
"38528","Naoki Kato","JPN","60","85","59","7","78","130","8","108","0","0","24","78","2","300000","100000","50,57,30","0"
"38648","Kamui Takahara","JPN","60","123","39","24","29","134","37","110","0","0","22","92","2","300000","100000","61,35","0"
"38660","Ryo Tsukakoshi","JPN","60","116","122","8","8","16","0","158","0","0","24","82","2","633858","100000","60,11,22","0"
"38758","Esteban Perez","MEX","60","67","97","22","59","64","35","88","0","0","21","78","2","413741","100000","64,31,28","0"
"38855","Laurens Tung","NLD","60","32","115","15","76","71","0","137","0","0","23","78","0","1262218","998885","","0"
"38907","Laurens Vergers","NLD","60","150","26","8","99","21","42","138","0","0","20","77","2","762505","156751","26,22","0"
"39329","Bobby Rossi","USA","60","101","49","29","65","63","44","156","0","0","23","92","0","740602","152814","18,24,10","0"
"8229","Jo Friesacher","AUT","61","42","211","13","19","16","0","34","0","0","22","80","2","305000","100000","12,24,19","0"
